profile.id,chromosome,param.name,param.value,diff.fp,diff.tp
9,2,BIC,2.4302135714554,0,1
9,2,min.th,6.02960753496971,0,1
9,2,min.th.const,20.8192731740427,0,1
9,3,AIC,-3.76170941391392,1,0
9,3,BIC,-4.75545687550815,1,0
9,3,min.th,0.144425383732863,1,0
9,3,min.th.const,0.620082181280549,1,0
9,4,AIC,-4.58872334897375,1,0
9,4,BIC,-5.55621850717873,1,0
9,4,min.th,0.260042579656096,1,0
9,4,min.th.const,0.989070757438192,1,0
9,11,AIC,-4.60780862563333,1,0
9,11,BIC,-5.54974736038144,1,0
9,11,min.th,0.29795368356227,1,0
9,11,min.th.const,1.05731599085958,1,0
9,17,AIC,-0.674726780357286,1,0
9,17,BIC,-1.62780947177996,1,0
9,17,min.th,1.00925274450814,1,0
9,17,min.th.const,3.97747390921381,1,0
10,1,AIC,-2.20106128297521,1,0
10,1,BIC,-3.34534711259052,1,0
10,1,min.th,0.470501067447648,1,0
10,1,min.th.const,3.01504513785427,1,0
10,2,AIC,-3.20699492892112,1,0
10,2,BIC,-4.2715492147896,1,0
10,2,min.th,0.174576307120115,1,0
10,2,min.th.const,0.788659598476646,1,0
10,3,AIC,-3.13070183898449,1,0
10,3,BIC,-4.15118610113497,1,0
10,3,min.th,0.270710175371194,1,0
10,3,min.th.const,0.987416972360921,1,0
10,4,AIC,-4.78283475394492,1,0
10,4,BIC,-5.78861149093073,1,0
10,4,min.th,0.10624018337723,1,0
10,4,min.th.const,0.708536230961301,1,0
10,11,AIC,-3.48335910991352,1,0
10,11,BIC,-4.45665471073261,1,0
10,11,min.th,0.115718944481937,1,0
10,11,min.th.const,0.807732811925141,1,0
10,17,AIC,-2.2654424871962,1,0
10,17,BIC,-3.22793755960718,1,0
10,17,min.th,0.438357906289209,1,0
10,17,min.th.const,1.4682635883102,1,0
11,1,AIC,1.70158569639657,0,1
11,1,BIC,0.569448731981075,0,1
11,1,min.th,3.31138469403886,0,1
11,1,min.th.const,10.1432195647417,0,1
11,2,AIC,-1.34977335695632,1,0
11,2,BIC,-2.38747553785174,1,0
11,2,min.th,0.720137517848249,1,0
11,2,min.th.const,1.79379952040809,1,0
11,3,AIC,-0.942741151202457,1,0
11,3,BIC,-1.93140434009328,1,0
11,3,min.th,0.427288736081358,1,0
11,3,min.th.const,1.53871988053816,1,0
11,4,AIC,0.0376462156283962,0,1
11,4,BIC,-0.914355915548539,0,1
11,4,min.th,1.44108557067226,0,1
11,4,min.th.const,5.5263268987318,0,1
11,11,AIC,-0.533227406844148,1,0
11,11,BIC,-1.46809456371342,1,0
11,11,min.th,0.73579131142125,1,0
11,11,min.th.const,1.39784530909591,1,0
11,17,AIC,0.34378517708519,1,0
11,17,BIC,-0.607129127375744,1,0
11,17,min.th,1.67944969763289,1,0
11,17,min.th.const,3.7213769459751,1,0
12,1,AIC,-2.68128710004315,1,0
12,1,BIC,-3.82587078179559,1,0
12,1,min.th,0.370067462182288,1,0
12,1,min.th.const,2.48965247068532,1,0
12,2,AIC,1.26019630075929,0,1
12,2,BIC,0.194082670698843,0,1
12,2,min.th,2.65560298170072,0,1
12,2,min.th.const,16.5161191352415,0,1
12,3,AIC,-4.46100717037605,1,0
12,3,BIC,-5.48149143252653,1,0
12,3,min.th,0.102071806466215,1,0
12,3,min.th.const,0.730653508529687,1,0
12,4,AIC,-6.02939720127663,1,0
12,4,BIC,-7.03594366503131,1,0
12,4,min.th,0.0973396961540789,1,0
12,4,min.th.const,0.779614134591399,1,0
12,11,AIC,2.26361629397265,0,1
12,11,BIC,1.29032069315355,0,1
12,11,min.th,4.38584248959718,0,1
12,11,min.th.const,14.6110999125553,0,1
12,17,AIC,1.84389207159156,0,1
12,17,BIC,0.881396999180573,0,1
12,17,min.th,3.55558506896603,0,1
12,17,min.th.const,11.2690156550012,0,1
13,1,AIC,-0.476865923351144,1,0
13,1,BIC,-1.65173417697846,1,0
13,1,min.th,1.11420442338258,1,0
13,1,min.th.const,6.05630662840891,1,0
13,2,AIC,-4.20214528999119,1,0
13,2,BIC,-5.30425534589134,1,0
13,2,min.th,0.108026919775931,1,0
13,2,min.th.const,0.628057080287641,1,0
13,3,AIC,-3.59863414366054,1,0
13,3,BIC,-4.69201737795327,1,0
13,3,min.th,0.166837323547732,1,0
13,3,min.th.const,0.837078088739314,1,0
13,4,AIC,-2.23598684404083,1,0
13,4,BIC,-3.29630026242229,1,0
13,4,min.th,0.462356134138956,1,0
13,4,min.th.const,2.46058612000408,1,0
13,11,AIC,-2.28627991841533,1,0
13,11,BIC,-3.29050561157023,1,0
13,11,min.th,0.450874445798653,1,0
13,11,min.th.const,2.42571092503287,1,0
13,17,AIC,-3.63432522040266,1,0
13,17,BIC,-4.64836474645444,1,0
13,17,min.th,0.226396033705323,1,0
13,17,min.th.const,1.1420638597926,1,0
14,2,AIC,2.94603745533875,0,1
14,2,BIC,1.91342767488492,0,1
14,2,min.th,3.98164881129621,0,1
14,2,min.th.const,17.8373110709789,0,1
14,3,AIC,-3.13003709287442,1,0
14,3,BIC,-4.11521679544347,1,0
14,3,min.th,0.186124971475878,1,0
14,3,min.th.const,0.970583232056446,1,0
14,4,AIC,-4.2240616295471,1,0
14,4,BIC,-5.17821770472377,1,0
14,4,min.th,0.178789300714545,1,0
14,4,min.th.const,0.854291953382027,1,0
14,11,AIC,-4.06325381697364,1,0
14,11,BIC,-4.99569430959897,1,0
14,11,min.th,0.156979513072299,1,0
14,11,min.th.const,0.689894053582384,1,0
14,17,AIC,-3.71214164571056,1,0
14,17,BIC,-4.66629772088723,1,0
14,17,min.th,0.190340058370227,1,0
14,17,min.th.const,1.14177081359145,1,0
15,1,AIC,2.25057101049946,0,1
15,1,BIC,1.11649407613799,0,1
15,1,min.th,4.35732830532288,0,1
15,1,min.th.const,26.8575208317091,0,1
15,2,AIC,2.66619342041086,0,1
15,2,BIC,1.62911845946991,0,1
15,2,min.th,4.08941789973249,0,1
15,2,min.th.const,26.1437739086914,0,1
15,3,AIC,-2.61144895026853,1,0
15,3,BIC,-3.59838005189619,1,0
15,3,min.th,0.274147919201744,1,0
15,3,min.th.const,1.23304869534058,1,0
15,4,AIC,-3.98712853980105,1,0
15,4,BIC,-4.94446258304863,1,0
15,4,min.th,0.192628718800463,1,0
15,4,min.th.const,1.17861696222945,1,0
15,11,AIC,-3.39266059811312,1,0
15,11,BIC,-4.3275277549824,1,0
15,11,min.th,0.259303339198999,1,0
15,11,min.th.const,1.12888191537161,1,0
15,17,AIC,-3.80798341782961,1,0
15,17,BIC,-4.75558971845409,1,0
15,17,min.th,0.23395261581322,1,0
15,17,min.th.const,1.82760757174585,1,0
16,1,AIC,-0.902161338713173,1,0
16,1,BIC,-2.07750464857852,1,0
16,1,min.th,0.900768420775651,1,0
16,1,min.th.const,4.47036642585841,1,0
16,2,AIC,-4.22688586719379,1,0
16,2,BIC,-5.32939847189095,1,0
16,2,min.th,0.26704232664407,1,0
16,2,min.th.const,1.09769022522097,1,0
16,3,AIC,-4.29417577377602,1,0
16,3,BIC,-5.38712987490352,1,0
16,3,min.th,0.121119059149327,1,0
16,3,min.th.const,0.652272432263837,1,0
16,4,AIC,-2.03766858351466,1,0
16,4,BIC,-3.09798200189612,1,0
16,4,min.th,0.51055306407667,1,0
16,4,min.th.const,1.76787046091135,1,0
16,11,AIC,-2.53752991351403,1,0
16,11,BIC,-3.54175560666894,1,0
16,11,min.th,0.397646695980417,1,0
16,11,min.th.const,1.80739476834032,1,0
16,17,AIC,-3.50160829455611,1,0
16,17,BIC,-4.51564782060789,1,0
16,17,min.th,0.245555925069918,1,0
16,17,min.th.const,1.04462854002768,1,0
17,1,AIC,0.222434495788776,1,0
17,1,BIC,-0.899924532927857,1,0
17,1,min.th,1.58057837182709,1,0
17,1,min.th.const,10.7674689555835,1,0
17,2,AIC,-4.5490556983771,1,0
17,2,BIC,-5.56599308887384,1,0
17,2,min.th,0.13577417698748,1,0
17,2,min.th.const,0.941790599006635,1,0
17,3,AIC,-4.97562396153331,1,0
17,3,BIC,-5.93710000921711,1,0
17,3,min.th,0.0865988908980718,1,0
17,3,min.th.const,0.776445014244352,1,0
17,4,AIC,-3.16909656858277,1,0
17,4,BIC,-4.0990740485813,1,0
17,4,min.th,0.289970903436929,1,0
17,4,min.th.const,3.12620983874897,1,0
17,11,AIC,0.0347601004114542,0,1
17,11,BIC,-0.883655431295107,0,1
17,11,min.th,1.43900750092285,0,1
17,11,min.th.const,6.76695511506277,0,1
17,17,AIC,0.650780854904772,0,1
17,17,BIC,-0.281659637720559,0,1
17,17,min.th,1.95807924895961,0,1
17,17,min.th.const,10.1837284122299,0,1
18,1,AIC,-3.4896570731782,1,0
18,1,BIC,-4.58600880960301,1,0
18,1,min.th,0.154637926493941,1,0
18,1,min.th.const,0.847181127094288,1,0
18,2,AIC,-4.25470561152182,1,0
18,2,BIC,-5.24677660367587,1,0
18,2,min.th,0.155052633776275,1,0
18,2,min.th.const,0.690631064041869,1,0
18,3,AIC,1.7962761234915,0,1
18,3,BIC,0.876535382386109,0,1
18,3,min.th,3.47193352998657,0,1
18,3,min.th.const,11.3974339950947,0,1
18,4,AIC,1.49307134722534,0,1
18,4,BIC,0.61506741881644,0,1
18,4,min.th,2.98353626738579,0,1
18,4,min.th.const,10.4201910168605,0,1
18,11,AIC,0.639603515171052,0,1
18,11,BIC,-0.251409884453742,0,1
18,11,min.th,1.94716671214965,0,1
18,11,min.th.const,5.26670239329136,0,1
18,17,AIC,0.985078459295068,0,1
18,17,BIC,0.107074530886173,0,1
18,17,min.th,2.31431285348207,0,1
18,17,min.th.const,9.81172624343509,0,1
19,1,AIC,-1.06818988416179,1,0
19,1,BIC,-2.24281997548365,1,0
19,1,min.th,0.829011417104685,1,0
19,1,min.th.const,4.81299500304413,1,0
19,2,AIC,-5.05878020637805,1,0
19,2,BIC,-6.16129281107522,1,0
19,2,min.th,0.221387634865913,1,0
19,2,min.th.const,1.10443704199959,1,0
19,3,AIC,-5.30474289906406,1,0
19,3,BIC,-6.39683486650116,1,0
19,3,min.th,0.158369455119908,1,0
19,3,min.th.const,0.983094528032492,1,0
19,4,AIC,-1.91779344474063,1,0
19,4,BIC,-2.97756807488987,1,0
19,4,min.th,0.542090058316247,1,0
19,4,min.th.const,2.41133862772425,1,0
19,11,AIC,-3.90803471137761,1,0
19,11,BIC,-4.91147901461354,1,0
19,11,min.th,0.1682595274793,1,0
19,11,min.th.const,0.885298017327409,1,0
19,17,AIC,-2.99828240449234,1,0
19,17,BIC,-4.01232193054412,1,0
19,17,min.th,0.315824811863074,1,0
19,17,min.th.const,1.1998331173107,1,0
20,1,AIC,2.05908579438839,0,1
20,1,BIC,0.883505587767264,0,1
20,1,min.th,3.95949498254789,0,1
20,1,min.th.const,14.0391822643422,0,1
20,2,AIC,-3.70575613256289,1,0
20,2,BIC,-4.80867015114697,1,0
20,2,min.th,0.221727866416835,1,0
20,2,min.th.const,1.0260364128697,1,0
20,3,AIC,-3.59067454914867,1,0
20,3,BIC,-4.68362865027617,1,0
20,3,min.th,0.147770372194135,1,0
20,3,min.th.const,0.626641964446155,1,0
20,4,AIC,-3.6602763453816,1,0
20,4,BIC,-4.72005097553084,1,0
20,4,min.th,0.183425841545216,1,0
20,4,min.th.const,0.667188054925119,1,0
20,11,AIC,-4.37567771262099,1,0
20,11,BIC,-5.3799034057759,1,0
20,11,min.th,0.127988862981243,1,0
20,11,min.th.const,0.522221852064208,1,0
20,17,AIC,0.948263383488297,0,1
20,17,BIC,-0.0650430432681575,0,1
20,17,min.th,2.27210174508549,0,1
20,17,min.th.const,8.44199849730837,0,1
21,1,AIC,-0.772260232041289,1,0
21,1,BIC,-1.94689032336315,1,0
21,1,min.th,0.961215619030139,1,0
21,1,min.th.const,6.01318998741157,1,0
21,2,AIC,-4.43396529443511,1,0
21,2,BIC,-5.5368793130192,1,0
21,2,min.th,0.120474147646345,1,0
21,2,min.th.const,0.825142676941857,1,0
21,3,AIC,-5.73214007644808,1,0
21,3,BIC,-6.82552331074081,1,0
21,3,min.th,0.110303316208097,1,0
21,3,min.th.const,0.879018175271979,1,0
21,4,AIC,-1.87914219779161,1,0
21,4,BIC,-2.93999244495275,1,0
21,4,min.th,0.552668171767498,1,0
21,4,min.th.const,2.79022555920757,1,0
21,11,AIC,-3.50954672468567,1,0
21,11,BIC,-4.51377241784057,1,0
21,11,min.th,0.217587356049412,1,0
21,11,min.th.const,1.45619427132232,1,0
21,17,AIC,-2.50748923065953,1,0
21,17,BIC,-3.52152875671131,1,0
21,17,min.th,0.367529129960986,1,0
21,17,min.th.const,1.52592760018896,1,0
22,1,AIC,1.58946705817057,0,1
22,1,BIC,0.491446262963729,0,1
22,1,min.th,3.13085809696847,0,1
22,1,min.th.const,8.24138483361151,0,1
22,2,AIC,-2.62560514627412,1,0
22,2,BIC,-3.60541065708863,1,0
22,2,min.th,0.340805423225228,1,0
22,2,min.th.const,0.943093178412278,1,0
22,3,AIC,-1.60508796481849,1,0
22,3,BIC,-2.53002622221768,1,0
22,3,min.th,0.386511197710954,1,0
22,3,min.th.const,1.05094265130516,1,0
22,4,AIC,-1.58670163464119,1,0
22,4,BIC,-2.46470556305008,1,0
22,4,min.th,0.639686397234654,1,0
22,4,min.th.const,1.8425583378213,1,0
22,11,AIC,-2.14591010525999,1,0
22,11,BIC,-3.02890914916788,1,0
22,11,min.th,0.428081133121093,1,0
22,11,min.th.const,1.3910862314886,1,0
22,17,AIC,0.445726342356739,0,1
22,17,BIC,-0.460263495080405,0,1
22,17,min.th,1.76727137570622,0,1
22,17,min.th.const,4.16641880176612,0,1
23,1,AIC,-0.797821596399102,1,0
23,1,BIC,-1.97316490626445,1,0
23,1,min.th,0.949008799598343,1,0
23,1,min.th.const,5.59841312465504,1,0
23,2,AIC,-3.97305899706333,1,0
23,2,BIC,-5.07557160176049,1,0
23,2,min.th,0.193988595398653,1,0
23,2,min.th.const,1.23141563047067,1,0
23,3,AIC,-4.00645588209307,1,0
23,3,BIC,-5.09983911638581,1,0
23,3,min.th,0.14923106133209,1,0
23,3,min.th.const,1.13057148153356,1,0
23,4,AIC,-2.64698540637097,1,0
23,4,BIC,-3.70729882475243,1,0
23,4,min.th,0.376469173004102,1,0
23,4,min.th.const,2.7647973968198,1,0
23,11,AIC,-3.84600240784733,1,0
23,11,BIC,-4.85022810100224,1,0
23,11,min.th,0.182080115207742,1,0
23,11,min.th.const,1.14793492924849,1,0
23,17,AIC,-2.83013796491266,1,0
23,17,BIC,-3.84417749096444,1,0
23,17,min.th,0.343524999171409,1,0
23,17,min.th.const,1.62865490005374,1,0
24,1,AIC,-2.47045752118784,1,0
24,1,BIC,-3.61474335080314,1,0
24,1,min.th,0.20857111520798,1,0
24,1,min.th.const,1.03954405495405,1,0
24,2,AIC,-3.81815856125052,1,0
24,2,BIC,-4.88375424602949,1,0
24,2,min.th,0.204186825173848,1,0
24,2,min.th.const,0.672478856614966,1,0
24,3,AIC,-4.56543085359662,1,0
24,3,BIC,-5.5859151157471,1,0
24,3,min.th,0.0920506744320009,1,0
24,3,min.th.const,0.537893825723136,1,0
24,4,AIC,-4.608413808183,1,0
24,4,BIC,-5.61496027193768,1,0
24,4,min.th,0.109618553051605,1,0
24,4,min.th.const,0.574663474776879,1,0
24,11,AIC,-5.23504675091824,1,0
24,11,BIC,-6.20834235173733,1,0
24,11,min.th,0.0843823880013788,1,0
24,11,min.th.const,0.596096081517837,1,0
24,17,AIC,-4.13499880449643,1,0
24,17,BIC,-5.09749387690742,1,0
24,17,min.th,0.163358101493036,1,0
24,17,min.th.const,0.764289661651344,1,0
25,1,AIC,-3.89494730876685,1,0
25,1,BIC,-4.98833054305959,1,0
25,1,min.th,0.201714879941404,1,0
25,1,min.th.const,1.36861138383479,1,0
25,2,AIC,-4.41284734343319,1,0
25,2,BIC,-5.43679795607489,1,0
25,2,min.th,0.114548014561718,1,0
25,2,min.th.const,0.561966071374062,1,0
25,3,AIC,-3.56279217899217,1,0
25,3,BIC,-4.53224437526422,1,0
25,3,min.th,0.225529529076261,1,0
25,3,min.th.const,1.34543968328949,1,0
25,4,AIC,-4.35178579344219,1,0
25,4,BIC,-5.2890442528158,1,0
25,4,min.th,0.160522797429257,1,0
25,4,min.th.const,0.940626786640837,1,0
25,11,AIC,-2.94552659552759,1,0
25,11,BIC,-3.87300368719459,1,0
25,11,min.th,0.324266455554389,1,0
25,11,min.th.const,1.91535444542711,1,0
26,1,AIC,-2.99698853920211,1,0
26,1,BIC,-4.10845819048781,1,0
26,1,min.th,0.287992724090214,1,0
26,1,min.th.const,1.53560115838074,1,0
26,2,AIC,-4.17591512326555,1,0
26,2,BIC,-5.1914104270116,1,0
26,2,min.th,0.136649135581565,1,0
26,2,min.th.const,0.721815940208472,1,0
26,3,AIC,-4.69503407827159,1,0
26,3,BIC,-5.64703620944852,1,0
26,3,min.th,0.10716638634426,1,0
26,3,min.th.const,0.611480714320862,1,0
26,4,AIC,-1.59867429181691,1,0
26,4,BIC,-2.5184150329223,1,0
26,4,min.th,0.522798003961988,1,0
26,4,min.th.const,3.47243003171049,1,0
26,11,AIC,0.235164468072485,0,1
26,11,BIC,-0.677842201509061,0,1
26,11,min.th,1.59067081632161,0,1
26,11,min.th.const,6.15219117136839,0,1
26,17,AIC,0.617902808236735,0,1
26,17,BIC,-0.307035449162456,0,1
26,17,min.th,1.92615347176347,0,1
26,17,min.th.const,10.578695076808,0,1
27,1,AIC,-0.883550244681368,1,0
27,1,BIC,-2.01305767903101,1,0
27,1,min.th,0.788448556277267,1,0
27,1,min.th.const,2.34031540122569,1,0
27,2,AIC,0.45294067533004,0,1
27,2,BIC,-0.577057031162069,0,1
27,2,min.th,1.77365772918085,0,1
27,2,min.th.const,4.57695425296456,0,1
27,3,AIC,-2.76806167838703,1,0
27,3,BIC,-3.74877569849696,1,0
27,3,min.th,0.281384437510522,1,0
27,3,min.th.const,0.695182088434565,1,0
27,4,AIC,-4.34113205995297,1,0
27,4,BIC,-5.28191323362202,1,0
27,4,min.th,0.303082576111483,1,0
27,4,min.th.const,0.705549755265351,1,0
27,11,AIC,-2.94480511275486,1,0
27,11,BIC,-3.87967226962414,1,0
27,11,min.th,0.288187727167815,1,0
27,11,min.th.const,0.727011717875153,1,0
27,17,AIC,-2.13825678545924,1,0
27,17,BIC,-3.08917108992017,1,0
27,17,min.th,0.24591104261399,1,0
27,17,min.th.const,0.64510286503716,1,0
28,1,AIC,-3.8828318510077,1,0
28,1,BIC,-4.99912407246988,1,0
28,1,min.th,0.334896672409378,1,0
28,1,min.th.const,1.3496504414493,1,0
28,2,AIC,-4.11588029650216,1,0
28,2,BIC,-5.0853324927742,1,0
28,2,min.th,0.17577544037562,1,0
28,2,min.th.const,0.826919141216086,1,0
28,3,AIC,-4.10239139244158,1,0
28,3,BIC,-5.06180977717682,1,0
28,3,min.th,0.133811470996015,1,0
28,3,min.th.const,0.557837163296763,1,0
28,4,AIC,-5.78084994446781,1,0
28,4,BIC,-6.70190541111228,1,0
28,4,min.th,0.0951572101527063,1,0
28,4,min.th.const,0.36199692186566,1,0
28,11,AIC,-0.364773127817877,0,1
28,11,BIC,-1.24612323125315,0,1
28,11,min.th,1.17843469284796,0,1
28,11,min.th.const,5.26845572158245,0,1
28,17,AIC,0.192781621170994,0,1
28,17,BIC,-0.738431971917576,0,1
28,17,min.th,1.55731689422135,0,1
28,17,min.th.const,5.50320134982075,0,1
29,1,AIC,3.50161058301921,0,1
29,1,BIC,2.37751605960797,0,1
29,1,min.th,8.14479344326542,0,1
29,1,min.th.const,31.3117984816946,0,1
29,2,AIC,2.4395642961708,0,1
29,2,BIC,1.44089286036832,0,1
29,2,min.th,2.07974572561719,0,1
29,2,min.th.const,11.2461263030697,0,1
29,3,AIC,-3.65084258677442,1,0
29,3,BIC,-4.61231863445822,1,0
29,3,min.th,0.190450831522558,1,0
29,3,min.th.const,1.0776858276207,1,0
29,4,AIC,-2.27258350358234,1,0
29,4,BIC,-3.18966318534276,1,0
29,4,min.th,0.453972724240415,1,0
29,4,min.th.const,2.60131771540555,1,0
29,11,AIC,-3.77894685992599,1,0
29,11,BIC,-4.69057348020655,1,0
29,11,min.th,0.156122895057593,1,0
29,11,min.th.const,0.923790882950786,1,0
29,17,AIC,1.35577556914915,0,1
29,17,BIC,0.412687429214156,0,1
29,17,min.th,2.78559466508739,0,1
29,17,min.th.const,16.8612555346729,0,1
30,1,AIC,-1.72742686774152,1,0
30,1,BIC,-2.84262074421031,1,0
30,1,min.th,0.596223403782013,1,0
