profile.id,chromosome,param.name,param.value,diff.fp,diff.tp
1,1,AIC,-0.480839282860901,1,0
1,1,BIC,-1.60596485442378,1,0
1,1,min.th,1.11199305338121,1,0
1,1,min.th.const,4.29145913808442,1,0
1,2,AIC,-2.4526662352436,1,0
1,2,BIC,-3.46816153898965,1,0
1,2,min.th,0.238797368758235,1,0
1,2,min.th.const,0.775341132397392,1,0
1,3,AIC,-1.98908572556359,1,0
1,3,BIC,-2.95459956178869,1,0
1,3,min.th,0.311642445381278,1,0
1,3,min.th.const,0.706474543409334,1,0
1,4,AIC,-1.68827042240397,1,0
1,4,BIC,-2.61192449867914,1,0
1,4,min.th,0.608011415972299,1,0
1,4,min.th.const,2.07043051957433,1,0
1,11,AIC,1.37425090341878,0,1
1,11,BIC,0.449312646019591,0,1
1,11,min.th,2.81144628185532,0,1
1,11,min.th.const,9.13925951826118,0,1
1,17,AIC,-2.69297642351524,1,0
1,17,BIC,-3.63720591918432,1,0
1,17,min.th,0.330117780142568,1,0
1,17,min.th.const,1.24175931950754,1,0
2,1,AIC,3.56825117591986,0,1
2,1,BIC,2.43578899316018,0,1
2,1,min.th,8.42075236049051,0,1
2,1,min.th.const,26.7401638450026,0,1
2,2,AIC,2.95092332432215,0,1
2,2,BIC,1.91961394393625,0,1
2,2,min.th,5.09061487704562,0,1
2,2,min.th.const,21.2298591870432,0,1
2,3,AIC,-3.79077975310835,1,0
2,3,BIC,-4.77507638782497,1,0
2,3,min.th,0.17931148741052,1,0
2,3,min.th.const,0.957228932294777,1,0
2,4,AIC,-2.22610922840952,1,0
2,4,BIC,-3.1834432716571,1,0
2,4,min.th,0.464645270376813,1,0
2,4,min.th.const,2.25222095380295,1,0
2,11,AIC,-3.56403789949347,1,0
2,11,BIC,-4.49890505636274,1,0
2,11,min.th,0.194166226824226,1,0
2,11,min.th.const,0.798235960907242,1,0
2,17,AIC,2.0238631034239,0,1
2,17,BIC,1.07404398378368,0,1
2,17,min.th,3.89037339708636,0,1
2,17,min.th.const,22.9307628948573,0,1
4,1,AIC,2.57203820568209,0,1
4,1,BIC,1.46362028382674,0,1
4,1,min.th,5.11712466851486,0,1
4,1,min.th.const,14.7157283084131,0,1
4,2,AIC,1.23615329905767,0,1
4,2,BIC,0.232708995821737,0,1
4,2,min.th,2.6238697707713,0,1
4,2,min.th.const,8.16593399237914,0,1
4,3,AIC,1.57969628354848,0,1
4,3,BIC,0.635466787879396,0,1
4,3,min.th,3.11559994388977,0,1
4,3,min.th.const,10.1686618791567,0,1
4,4,AIC,0.692503654335582,0,1
4,4,BIC,-0.220503015245964,0,1
4,4,min.th,1.99935657729603,0,1
4,4,min.th.const,7.52050316338679,0,1
4,11,AIC,-0.200561239111767,0,1
4,11,BIC,-1.11493665529505,0,1
4,11,min.th,1.27927430856635,0,1
4,11,min.th.const,5.3323620520878,0,1
4,17,AIC,1.44398992385587,0,1
4,17,BIC,0.52163006218679,0,1
4,17,min.th,2.91120927187263,0,1
4,17,min.th.const,9.43752823415853,0,1
5,1,AIC,-3.60568017339995,1,0
5,1,BIC,-4.74996600301526,1,0
5,1,min.th,0.233104950285474,1,0
5,1,min.th.const,1.90116605819807,1,0
5,2,AIC,-3.29377698253072,1,0
5,2,BIC,-4.35989061259117,1,0
5,2,min.th,0.180296659524714,1,0
5,2,min.th.const,1.57686703831022,1,0
5,3,AIC,-3.41061208641286,1,0
5,3,BIC,-4.43039352695109,1,0
5,3,min.th,0.241619045835232,1,0
5,3,min.th.const,2.30689692648785,1,0
5,4,AIC,-5.70209571567672,1,0
5,4,BIC,-6.70787245266253,1,0
5,4,min.th,0.0817185487861679,1,0
5,4,min.th.const,0.84182530647168,1,0
5,11,AIC,0.272146094346998,0,1
5,11,BIC,-0.701149506472096,0,1
5,11,min.th,1.62035723027996,0,1
5,11,min.th.const,11.1772352914234,0,1
5,17,AIC,-0.257948336679813,0,1
5,17,BIC,-1.2204434090908,0,1
5,17,min.th,1.24308901368556,0,1
5,17,min.th.const,10.177886053587,0,1
6,1,AIC,-1.38757593641681,1,0
6,1,BIC,-2.53186176603211,1,0
6,1,min.th,0.706653821036156,1,0
6,1,min.th.const,3.45801217298378,1,0
6,2,AIC,-3.89590760222353,1,0
6,2,BIC,-4.9615032870025,1,0
6,2,min.th,0.196680071791761,1,0
6,2,min.th.const,0.902610469379281,1,0
6,3,AIC,-4.23452662734093,1,0
6,3,BIC,-5.25430806787916,1,0
6,3,min.th,0.170215546684795,1,0
6,3,min.th.const,0.919902151417701,1,0
6,4,AIC,-5.53080323121457,1,0
6,4,BIC,-6.53734969496925,1,0
6,4,min.th,0.137246608647442,1,0
6,4,min.th.const,0.618320815071299,1,0
6,11,AIC,-3.98120799849591,1,0
6,11,BIC,-4.954503599315,1,0
6,11,min.th,0.193199796799255,1,0
6,11,min.th.const,1.16782422191031,1,0
6,17,AIC,-1.60179160781632,1,0
6,17,BIC,-2.56428668022731,1,0
6,17,min.th,0.502143874249012,1,0
6,17,min.th.const,1.60878570501893,1,0
7,1,AIC,3.45676087483484,0,1
7,1,BIC,2.32013885971989,0,1
7,1,min.th,7.96418031891107,0,1
7,1,min.th.const,37.2414810419156,0,1
7,2,AIC,3.70887131413175,0,1
7,2,BIC,2.66206236455005,0,1
7,2,min.th,8.93229337572954,0,1
7,2,min.th.const,46.5799820696033,0,1
7,3,AIC,-2.55221519526723,1,0
7,3,BIC,-3.54926253364031,1,0
7,3,min.th,0.394737612344383,1,0
7,3,min.th.const,2.11544907980316,1,0
7,4,AIC,-2.88877836266214,1,0
7,4,BIC,-3.8592001439395,1,0
7,4,min.th,0.333599005021619,1,0
7,4,min.th.const,2.27968684656464,1,0
7,11,AIC,-4.02877367977853,1,0
7,11,BIC,-4.97637998040301,1,0
7,11,min.th,0.163250514074537,1,0
7,11,min.th.const,1.01445452901675,1,0
7,17,AIC,-2.38339914914383,1,0
7,17,BIC,-3.34281753387907,1,0
7,17,min.th,0.42950324413995,1,0
7,17,min.th.const,3.39647094007522,1,0
8,1,AIC,-1.28243239174752,1,0
8,1,BIC,-2.38332793115414,1,0
8,1,min.th,0.744797726445978,1,0
8,1,min.th.const,3.73989422965778,1,0
8,2,AIC,0.244511784519156,0,1
8,2,BIC,-0.744151404371668,0,1
8,2,min.th,1.59812246773497,0,1
8,2,min.th.const,8.63249667429152,0,1
8,3,AIC,-3.8534532157266,1,0
8,3,BIC,-4.78589370835194,1,0
8,3,min.th,0.197660270136063,1,0
8,3,min.th.const,1.06235713654606,1,0
8,4,AIC,-1.93965350148417,1,0
8,4,BIC,-2.83222554048435,1,0
8,4,min.th,0.536197261482474,1,0
8,4,min.th.const,3.46150148549582,1,0
8,11,AIC,2.47850260047183,0,1
8,11,BIC,1.58285553027415,0,1
8,11,min.th,4.88331792019481,0,1
8,11,min.th.const,16.8908838835471,0,1
8,17,AIC,2.37481537000335,0,1
8,17,BIC,1.45116129372819,0,1
8,17,min.th,4.63659970447701,0,1
8,17,min.th.const,14.7516296233235,0,1
9,1,AIC,1.97643502273119,0,1
9,1,BIC,0.840761936899913,0,1
9,1,min.th,3.79920221642654,0,1
9,1,min.th.const,12.0051615306005,0,1
9,2,AIC,3.47583981003029,0,1
